CATEGORY,CORE,ARTWORK_PATH,BARCODE,GAME_PATH,GAME_NAME,METADATA
Masaya,GENESIS,wings-of-wor.jpg,96338061059,./1 US - Q-Z/Wings of Wor (USA).md,,
Vic Tokai,GENESIS,trouble-shooter.jpg,34912784697,./1 US - Q-Z/Trouble Shooter (USA).md,,
Vic Tokai,GENESIS,battle-mania2.jpg,4966550493036,"./2 Japan - A-Z/Japan - A-O/Battle Mania Daiginjou (Japan, Korea).md",,
Vic Tokai,GENESIS,decapattack.jpg,10086010275,"./1 US - A-F/DEcapAttack (USA, Europe, Korea).md",,
Vic Tokai,NES,kidkool.jpg,34912784628,./1 US - G-Q/Kid Kool and the Quest for the Seven Wonder Herbs (USA).nes,,
Vic Tokai,NES,krion-conquest.jpg,34912784666,"./1 US - G-Q/Krion Conquest, The (USA).nes",,
Vic Tokai,GENESIS,whip-rush.jpg,720238100104,./1 US - Q-Z/Whip Rush (USA).md,,
Vic Tokai,GENESIS,mazin-saga.jpg,34912230361,./1 US - G-P/Mazin Saga - Mutant Fighter (USA).md,,
Vic Tokai,MEGACD,keio-fs.png,9119940658,./Keio_Flying_Squadron(US-Genesis).cue,Keio Flying Squadron,
Capcom,ARCADE,mvc.png,790000000000,./Marvel Vs. Capcom Clash of Super Heroes (Euro 980123).mra,,
Capcom,ARCADE,caw.png,810000000005,./Carrier Air Wing -World 901012-.mra,,
Capcom,ARCADE,gsa.png,820000000004,./Gun Smoke.mra,,
Capcom,NES,gun-smoke-nes.jpg,13388110094,./1 US - G-Q/Gun.Smoke (USA).nes,,
Capcom,TGFX16,1943kai.jpg,4988658910024,./2 PC Engine - A-M/1943 Kai (Japan).pce,,
Capcom,ARCADE,1943.png,830000000003,./1943 The Battle of Midway.mra,,
Capcom,ARCADE,1941.png,840000000002,./1941 Counter Attack -World 900227-.mra,,
Capcom,ARCADE,19xx.png,850000000001,./19XX The War Against Destiny (Euro 960104).mra,,
Capcom,ARCADE,commando.png,860000000000,./Commando.mra,,
Capcom,ARCADE,punisher.png,870000000009,./The Punisher (World 930422).mra,,
Capcom,ARCADE,black-tiger.png,880000000008,./Black Tiger.mra,,
Capcom,ARCADE,pang.png,890000000007,./Pang (World).mra,,
Capcom,ARCADE,pang3.png,910000000002,./Pang! 3 -Euro 950601-.mra,,
Capcom,ARCADE,cadillacs-dino.png,920000000001,./Cadillacs and Dinosaurs (World 930201).mra,,
Capcom,ARCADE,ghostsngoblins.png,930000000000,./Ghosts'n Goblins (World Set 1).mra,,
Capcom,ARCADE,ghoulsnghosts.png,940000000009,./Ghouls'n Ghosts -World-.mra,,
Capcom,SNES,super-gng.jpg,13388130030,./1 US - S/Super Ghouls'n Ghosts (USA).sfc,,
Capcom,ARCADE,side-arms.png,950000000008,"./Side Arms - Hyper Dyne (World, 861129).mra",,
Capcom,ARCADE,legendary-wings.png,960000000007,./Legendary Wings.mra,,
Capcom,SNES,goof-troop.jpg,13388130108,./1 US - F-M/Goof Troop (USA).sfc,,
Capcom,ARCADE,nemo.png,970000000006,./Nemo -World 901130-.mra,,
Capcom,NES,little-nemo.jpg,13388110223,./1 US - G-Q/Little Nemo - The Dream Master (USA).nes,,
Capcom,SNES,demonscrest.jpg,13388130283,./1 US - A-E/Demon's Crest (USA).sfc,,
Capcom,ARCADE,eco-fighters.png,980000000005,./Eco Fighters (World 931203).mra,,
Capcom,PSX,jojo-psx.jpg,13388210466,./JoJo's Bizarre Adventure (USA).cue,,
Capcom,ARCADE,sfa3.png,990000000004,./Street Fighter Alpha 3 (Euro 980904).mra,,
Capcom,ARCADE,sf.png,101000000004,"./Street Fighter (US, set 1).mra",,
Capcom,ARCADE,ssfiit.png,102000000001,./Super Street Fighter II Turbo (World 940223).mra,,
Capcom,NES,sectionz-nes.jpg,13388110056,./1 US - R-Z/Section-Z (USA).nes,,
Capcom,ARCADE,sectionz.png,103000000008,./SectionZ.mra,,
Capcom,ARCADE,strider.png,104000000005,"./Strider -USA, B-Board 89624B-2-.mra",,
Capcom,ARCADE,tiger-road.png,105000000002,./Tiger Road.mra,,
Capcom,NES,sonson-nes.png,106000000009,./2 Japan - A-Z/Japan P-S/Son Son (Japan).nes,,
Other,GENESIS,adventures-batman-robin.jpg,96427011095,"./1 US - A-F/Adventures of Batman & Robin, The (USA).md",,
Other,ARCADE,snapjack.png,107000000006,./Snap Jack.mra,,
Other,TGFX16-CD,ginga.jpg,4988607250768,./GINGA FUKEI DENSETSU SAPPHIRE.cue,,
Other,GENESIS,omegablast.png,108000000003,./omega_blast.bin,Omega Blast,
Other,ARCADE,amazing-maze.png,109000000000,./Amazing Maze.mra,,
Other,PSX,pepsiman.jpg,4933516903069,Pepsiman (Japan).cue,,
Other,NES,recca.png,4988658924014,./2 Japan - A-Z/Japan P-S/Summer Carnival '92 - Recca (Japan).nes,,
Other,NES,zombienation.png,8433291019,./1 US - R-Z/Zombie Nation (USA).nes,,
Other,NES,jekyll.jpg,45557071004,./1 US - A-F/Dr. Jekyll and Mr. Hyde (USA).nes,,
Nintendo,GBA,pokemonpinball-gba.jpg,45496733308,./1 USA - P-S/Pokemon Pinball - Ruby & Sapphire (USA).gba,,
Nintendo,GBA,mario-pinball.jpg,785138320366,"./1 USA - I-O/Mario Pinball Land (USA, Australia).gba",,
Other,NES,bk.jpg,111000000003,./4 Homebrew/Battle Kid - Fortress of Peril.nes,,
Other,NES,bk2.png,112000000000,./4 Homebrew/Battle Kid 2 - Mountain of Torment (U).nes,,
Other,NES,bkfc.jpg,113000000007,./4 Homebrew/Battle Kid - Dangerous Trap (2018 ver 2.000)(J)[!].nes,,
Rare,NES,captain-skyhawk.jpg,32244040924,./1 US - A-F/Captain Skyhawk (USA) (Rev A).nes,,
Rare,NES,marble-madness.jpg,32244048807,./1 US - G-Q/Marble Madness (USA).nes,,
Rare,NES,snake-rattle.jpg,45496630591,./1 US - R-Z/Snake Rattle n Roll (USA).nes,,
Other,NES,dick-tracy.jpg,45557072704,./1 US - A-F/Dick Tracy (USA).nes,,
Other,GENESIS,gaiares.jpg,720238100609,"./1 US - G-P/Gaiares (Japan, USA).md",,
Other,GENESIS,el-viento.png,720238101309,./1 US - A-F/El.Viento (USA).md,,
Other,SNES,tetris-battle-gaiden.png,114000000004,./2 Japan - A-Z/Japan T-Z/Tetris Battle Gaiden (Japan).sfc,,
Other,GENESIS,granada.jpg,720238100302,"./1 US - G-P/Granada (Japan, USA) (Rev A).md",,
Other,GENESIS,barney.png,10086015348,./1 US - A-F/Barney's Hide & Seek Game (USA).md,,
Neo Geo,NEOGEO,neo-turf-masters.png,115000000001,./1 World A-Z/Neo Turf Masters (turfmast).neo,,
Other,GENESIS,eliminate-down.jpg,4953507930669,./2 Japan - A-Z/Japan - A-O/Eliminate Down (Japan).md,,
Neo Geo,NEOGEO,mslug.jpg,116000000008,./1 World A-Z/Metal Slug - Super Vehicle-001 (mslug).neo,,
Neo Geo,NEOGEO,mslug2.png,117000000005,./1 World A-Z/Metal Slug 2 (mslug2).neo,,
Neo Geo,NEOGEO,mslugx.png,118000000002,./1 World A-Z/Metal Slug X (mslugx).neo,,
Neo Geo,NEOGEO,mslug3.png,119000000009,./1 World A-Z/Metal Slug 3 (mslug3).neo,,
Neo Geo,NEOGEO,mslug4.jpg,121000000002,./1 World A-Z/Metal Slug 4 (mslug4).neo,,
Neo Geo,NEOGEO,mslug5.jpg,122000000009,./1 World A-Z/Metal Slug 5 (mslug5).neo,,
Other,GENESIS,divine-sealing.jpg,123000000006,./2 Unlicensed - A-Z/Divine Sealing (Japan) (Unl).md,,
Other,GENESIS,twinkle-tale.png,4934529000011,"./4 Color Enhancements & Restorations/Twinkle Tale Enhanced+Retranslation (Hack) v1 Pyron, T+Eng 20070328 MIJET.md",Twinkle Tale,
Other,TGFX16,magical-chase.png,124000000003,./1 TurboGrafx-16 - A-Z/Magical Chase (USA).pce,,
Other,ARCADE,cotton.png,125000000000,"./Cotton (set 4, World) (FD1094 317-0181a).mra",,
Other,GENESIS,panorama-cotton.jpg,4907940700914,./4 Translations/Panorama Cotton (J) T+Eng v1.0.1 Malias.md,Panorama Cotton,
Other,GENESIS,umkt.png,126000000007,./4 Hacks/Hacks A-Z/Mortal Kombat Series/Ultimate Mortal Kombat Trilogy (Hack) v23 5125 KABAL_MK.md,,
Other,PSX,gaiaseed.jpg,127000000004,./Gaiaseed - Project Seed Trap (Japan).cue,,
Other,S32X,kolibri.jpg,10086845181,"./1 US - A-Z/Kolibri (USA, Europe).32x",,
Other,S32X,spiderman-weboffire.jpg,10086845174,"./1 US - A-Z/Amazing Spider-Man, The - Web of Fire (USA).32x",,
Other,MEGACD,android-assault.jpg,10086044454,./android_assault_-_sega_CD_T-163015-00.cue,Android Assault - The Revenge of Bari-Arm,
Other,MEGACD,silpheed.jpg,10086044232,./dw-sylpheed (u).cue,Silpheed,
Other,GENESIS,devilish.png,721337100095,./1 US - A-F/Devilish - The Next Possession (USA).md,,
Other,GENESIS,verytex.jpg,4988126600044,./2 Japan - A-Z/Japan - P-Z/Verytex (Japan).md,,
Other,GENESIS,overdrive.png,128000000001,./4 Homebrew/Demos & Intros/TiTAN Overdrive Demo (PD) v1.1-106-Final.md,,
Other,GENESIS,overdrive2.png,129000000008,./4 Homebrew/Demos & Intros/TiTAN Overdrive 2 Demo PAL (PD) v1 Titan.md,,
Nichibutsu,ARCADE,terra-cresta.png,131000000001,./Terra Cresta (YM3526 set 1).mra,,
Nichibutsu,ARCADE,terra-force.png,132000000008,./Terra Force (Japan).mra,,
Nichibutsu,NES,magmax-nes.jpg,22909100056,./1 US - G-Q/Magmax (USA).nes,,
Nichibutsu,ARCADE,armed-f.png,133000000005,./Armed F (Japan).mra,,
Konami,PSX,bbs.jpg,4988602748161,./Bishi Bashi Special (E) [SLES-02537].cue,Bishi Bashi Special,
Konami,PSX,bbs3.png,134000000002,./Bishi Bashi Special 3 (Japan) [SLPM-86539].cue,Bishi Bashi Special 3: Step Champ,
Konami,NES,boku-dracula-kun.jpg,4988602558296,./2 Japan - A-Z/Japan A-D/Akumajou Special - Boku Dracula-kun (Japan).nes,,
Konami,MEGACD,snatcher.jpg,83717165026,./Snatcher (Sega CD) (U)-redump.cue,Snatcher,
Konami,ARCADE,mikie.png,135000000009,./Mikie.mra,,
Compile,MEGACD,robo-aleste.jpg,31763092803,./Robo_Aleste(US-Genesis).cue,Robo Aleste,
Data East,MEGACD,panic.jpg,13252016002,./Panic! (1994)(Data East)(NTSC)(US)[SEGAT13015RE R1J].cue,Panic!,
Midway-Williams,ARCADE,space-zap.png,136000000006,./Space Zap.mra,,
Namco,GENESIS,dangerous-seed.jpg,4907892033047,./2 Japan - A-Z/Japan - A-O/Dangerous Seed (Japan).md,,
Other,NES,cocoron.png,137000000003,./4 Translations/Selections/Cocoron (J) T+Eng v1 Akujin.nes,,
Natsume,NES,mitsume-ga-toru.jpg,138000000000,./4 Translations/English L-Z/Mitsume ga Tooru (J) [T+Eng1.99_Toma].nes,,
SEGA,ARCADE,congo-bongo.png,,?????????????,,
